Unnamed: 0,Year,Sem,Course Code,Section,AB,BB,DD,FR,Total,AA,BC,CC,CD,II,AU,FF,AP,PP,NP,W,S,pp,DX,Unnamed: 22,section_tag_div
52,2020,2,MA 532,Total Grades Given for are,,,,,6,3.0,,,,3.0,,,,,,,,,,,
53,2020,2,MA 534,Total Grades Given for are,2.0,2.0,,,4,,,,,,,,,,,,,,,,
54,2020,2,MA 540,Total Grades Given for are,1.0,1.0,3.0,,14,3.0,1.0,1.0,1.0,3.0,,,,,,,,,,,
55,2020,2,MA 598,Total Grades Given for are,1.0,1.0,,,4,2.0,,,,,,,,,,,,,,,
56,2020,2,MA 812,Total Grades Given for are,5.0,3.0,,,10,2.0,,,,,,,,,,,,,,,
57,2020,2,MA 814,Total Grades Given for are,,,,,4,4.0,,,,,,,,,,,,,,,
58,2020,2,MA 816,Total Grades Given for are,,,,,3,3.0,,,,,,,,,,,,,,,
59,2020,2,MA 820,Total Grades Given for are,,2.0,,,8,1.0,1.0,2.0,,1.0,1.0,,,,,,,,,,
60,2020,2,MA 823,Total Grades Given for are,,,,,8,1.0,3.0,3.0,,1.0,,,,,,,,,,,
61,2020,2,MA 824,Total Grades Given for are,4.0,3.0,,,9,2.0,,,,,,,,,,,,,,,
62,2020,2,MA 862,Total Grades Given for are,,,,,2,2.0,,,,,,,,,,,,,,,
63,2020,2,MA 867,Total Grades Given for are,1.0,,,,4,3.0,,,,,,,,,,,,,,,
64,2020,2,MAS802,Total Grades Given for are,1.0,,,,1,,,,,,,,,,,,,,,,
65,2020,2,SI 404,Total Grades Given for are,4.0,6.0,,,37,1.0,13.0,9.0,4.0,,,,,,,,,,,,
66,2020,2,SI 404,Total Grades Given for section M are,5.0,3.0,,,13,5.0,,,,,,,,,,,,,,,M
67,2020,2,SI 416,Total Grades Given for are,12.0,23.0,1.0,1.0,71,4.0,18.0,7.0,4.0,1.0,,,,,,,,,,,
68,2020,2,SI 422,Total Grades Given for are,5.0,5.0,,,34,4.0,12.0,6.0,2.0,,,,,,,,,,,,
69,2020,2,SI 509,Total Grades Given for are,1.0,6.0,4.0,,32,1.0,4.0,7.0,9.0,,,,,,,,,,,,
70,2020,2,SI 514,Total Grades Given for are,9.0,2.0,,,30,19.0,,,,,,,,,,,,,,,
71,2020,2,SI 526,Total Grades Given for are,13.0,2.0,,,32,17.0,,,,,,,,,,,,,,,
72,2020,2,SI 527,Total Grades Given for are,3.0,4.0,1.0,1.0,30,1.0,5.0,7.0,8.0,,,,,,,,,,,,
73,2020,2,SI 527,Total Grades Given for section M are,3.0,2.0,,,8,1.0,1.0,1.0,,,,,,,,,,,,,M
74,2020,2,SI 534,Total Grades Given for are,15.0,7.0,,,32,5.0,3.0,2.0,,,,,,,,,,,,,
75,2020,2,SI 536,Total Grades Given for are,2.0,14.0,,,23,,5.0,2.0,,,,,,,,,,,,,
76,2020,2,SI 598,Total Grades Given for are,7.0,2.0,,,18,9.0,,,,,,,,,,,,,,,
77,2020,2,ME 209,Total Grades Given for section M are,,,,,3,3.0,,,,,,,,,,,,,,,M
78,2020,2,ME 307,Total Grades Given for are,,,,,1,,,,1.0,,,,,,,,,,,,
79,2020,2,ME 307,Total Grades Given for section S1 are,10.0,4.0,,,66,45.0,1.0,3.0,,,,3.0,,,,,,,,,S1
80,2020,2,ME 307,Total Grades Given for section S2 are,7.0,4.0,,,84,65.0,4.0,1.0,3.0,,,,,,,,,,,,S2
81,2020,2,ME 307,Total Grades Given for section S3 are,2.0,1.0,,,15,6.0,2.0,,3.0,,,1.0,,,,,,,,,S3
82,2020,2,ME 374,Total Grades Given for are,,1.0,,,1,,,,,,,,,,,,,,,,
83,2020,2,ME 374,Total Grades Given for section S1 are,5.0,2.0,,,14,5.0,2.0,,,,,,,,,,,,,,S1
84,2020,2,ME 415,Total Grades Given for are,4.0,6.0,3.0,1.0,28,5.0,3.0,4.0,2.0,,,,,,,,,,,,
85,2020,2,ME 460,Total Grades Given for are,4.0,3.0,,1.0,14,3.0,3.0,,,,,,,,,,,,,,
86,2020,2,ME 494,Total Grades Given for are,,,,,4,4.0,,,,,,,,,,,,,,,
87,2020,2,ME 496,Total Grades Given for are,,,1.0,,11,10.0,,,,,,,,,,,,,,,
88,2020,2,ME 613,Total Grades Given for are,1.0,2.0,,3.0,13,3.0,,1.0,1.0,,2.0,,,,,,,,,,
89,2020,2,ME 651,Total Grades Given for are,4.0,2.0,1.0,1.0,15,3.0,1.0,,1.0,,,2.0,,,,,,,,,
90,2020,2,ME 663,Total Grades Given for are,4.0,1.0,,1.0,12,2.0,1.0,3.0,,,,,,,,,,,,,
91,2020,2,ME 673,Total Grades Given for are,17.0,38.0,1.0,3.0,122,26.0,17.0,10.0,2.0,,4.0,3.0,1.0,,,,,,,,
92,2020,2,ME 694,Total Grades Given for are,22.0,10.0,1.0,15.0,77,29.0,,,,,,,,,,,,,,,
93,2020,2,MES801,Total Grades Given for are,8.0,2.0,,,21,11.0,,,,,,,,,,,,,,,
94,2020,2,ME 202,Total Grades Given for section S1 are,23.0,32.0,2.0,,120,14.0,22.0,20.0,3.0,4.0,,,,,,,,,,,S1
95,2020,2,ME 202,Total Grades Given for section S2 are,13.0,12.0,7.0,,76,10.0,15.0,11.0,3.0,4.0,,1.0,,,,,,,,,S2
96,2020,2,ME 206,Total Grades Given for section M are,,,,,1,,1.0,,,,,,,,,,,,,,M
97,2020,2,ME 206,Total Grades Given for section S1 are,13.0,15.0,1.0,,51,8.0,8.0,3.0,3.0,,,,,,,,,,,,S1
98,2020,2,ME 206,Total Grades Given for section S2 are,14.0,14.0,1.0,1.0,72,11.0,16.0,8.0,6.0,1.0,,,,,,,,,,,S2
99,2020,2,ME 206,Total Grades Given for section S3 are,32.0,17.0,1.0,3.0,65,7.0,4.0,1.0,,,,,,,,,,,,,S3
100,2020,2,ME 213,Total Grades Given for section S1 are,6.0,2.0,,,32,24.0,,,,,,,,,,,,,,,S1
101,2020,2,ME 213,Total Grades Given for section S2 are,14.0,,,1.0,66,51.0,,,,,,,,,,,,,,,S2
102,2020,2,ME 213,Total Grades Given for section S3 are,14.0,,,1.0,86,71.0,,,,,,,,,,,,,,,S3
103,2020,2,ME 218,Total Grades Given for section S1 are,22.0,6.0,,,71,43.0,,,,,,,,,,,,,,,S1
104,2020,2,ME 218,Total Grades Given for section S2 are,42.0,6.0,,2.0,114,63.0,,,,1.0,,,,,,,,,,,S2
105,2020,2,ME 224,Total Grades Given for are,14.0,4.0,,,45,26.0,1.0,,,,,,,,,,,,,,
106,2020,2,ME 224,Total Grades Given for section S2 are,35.0,9.0,,,87,38.0,5.0,,,,,,,,,,,,,,S2
107,2020,2,ME 224,Total Grades Given for section S3 are,14.0,3.0,,2.0,51,28.0,4.0,,,,,,,,,,,,,,S3
108,2020,2,ME 372,Total Grades Given for are,1.0,,,,1,,,,,,,,,,,,,,,,
109,2020,2,ME 372,Total Grades Given for section S1 are,25.0,4.0,,,75,45.0,1.0,,,,,,,,,,,,,,S1
110,2020,2,ME 372,Total Grades Given for section S2 are,23.0,5.0,,,35,6.0,1.0,,,,,,,,,,,,,,S2
111,2020,2,ME 372,Total Grades Given for section S3 are,1.0,1.0,,1.0,3,,,,,,,,,,,,,,,,S3
112,2020,2,ME 372,Total Grades Given for section S4 are,15.0,2.0,,2.0,40,20.0,1.0,,,,,,,,,,,,,,S4
113,2020,2,ME 412,Total Grades Given for are,6.0,,,1.0,24,12.0,1.0,1.0,3.0,,,,,,,,,,,,
114,2020,2,ME 472,Total Grades Given for are,6.0,3.0,1.0,,17,4.0,1.0,2.0,,,,,,,,,,,,,
115,2020,2,ME 604,Total Grades Given for are,5.0,6.0,4.0,4.0,38,1.0,5.0,4.0,3.0,,3.0,3.0,,,,,,,,,
116,2020,2,ME 604,Total Grades Given for section M are,1.0,,,,2,,,,1.0,,,,,,,,,,,,M
117,2020,2,ME 616,Total Grades Given for are,4.0,,6.0,6.0,23,4.0,1.0,1.0,1.0,,,,,,,,,,,,
118,2020,2,ME 643,Total Grades Given for are,4.0,4.0,,1.0,15,4.0,1.0,,,,1.0,,,,,,,,,,
119,2020,2,ME 657,Total Grades Given for section S2 are,16.0,10.0,1.0,4.0,43,4.0,8.0,,,,,,,,,,,,,,S2
120,2020,2,ME 677,Total Grades Given for are,2.0,4.0,,2.0,12,2.0,2.0,,,,,,,,,,,,,,
121,2020,2,ME 683,Total Grades Given for are,8.0,8.0,2.0,1.0,33,6.0,3.0,2.0,3.0,,,,,,,,,,,,
122,2020,2,ME 684,Total Grades Given for are,6.0,7.0,,1.0,20,5.0,1.0,,,,,,,,,,,,,,
123,2020,2,ME 712,Total Grades Given for are,10.0,12.0,,,45,14.0,8.0,1.0,,,,,,,,,,,,,
124,2020,2,ME 714,Total Grades Given for are,26.0,18.0,1.0,2.0,74,5.0,12.0,5.0,3.0,,,2.0,,,,,,,,,
125,2020,2,ME 748,Total Grades Given for are,20.0,6.0,2.0,3.0,63,23.0,5.0,3.0,1.0,,,,,,,,,,,,
126,2020,2,ME 750,Total Grades Given for are,,,2.0,1.0,3,,,,,,,,,,,,,,,,
127,2020,2,ME 754,Total Grades Given for are,12.0,11.0,,13.0,78,25.0,9.0,3.0,5.0,,,,,,,,,,,,
128,2020,2,ME 759,Total Grades Given for are,1.0,1.0,,1.0,4,1.0,,,,,,,,,,,,,,,
129,2020,2,ME 761,Total Grades Given for are,2.0,2.0,,,17,8.0,1.0,,,,4.0,,,,,,,,,,
130,2020,2,ME 769,Total Grades Given for are,10.0,14.0,4.0,2.0,68,5.0,20.0,11.0,2.0,,,,,,,,,,,,
131,2020,2,ME 772,Total Grades Given for are,4.0,5.0,,1.0,20,9.0,,,1.0,,,,,,,,,,,,
132,2020,2,ME 789,Total Grades Given for are,8.0,4.0,,2.0,20,3.0,,,,,3.0,,,,,,,,,,
133,2020,2,ME 789,Total Grades Given for section M are,,1.0,,,1,,,,,,,,,,,,,,,,M
134,2020,2,ME 792,Total Grades Given for are,,,,,29,,,,,,,,,26.0,3.0,,,,,,
135,2020,2,ME 793,Total Grades Given for are,2.0,2.0,,,18,5.0,,,,,9.0,,,,,,,,,,
136,2020,2,ME 794,Total Grades Given for are,2.0,2.0,,1.0,9,1.0,1.0,,,,2.0,,,,,,,,,,
137,2020,2,MES802,Total Grades Given for are,,,,,1,1.0,,,,,,,,,,,,,,,
138,2020,2,IWE709,Total Grades Given for are,,4.0,,,6,2.0,,,,,,,,,,,,,,,
139,2020,2,IWE711,Total Grades Given for are,,1.0,,,1,,,,,,,,,,,,,,,,
140,2020,2,IWE713,Total Grades Given for are,,4.0,,,6,2.0,,,,,,,,,,,,,,,
141,2020,2,IWE714,Total Grades Given for are,,5.0,,,6,1.0,,,,,,,,,,,,,,,
142,2020,2,MGS801,Total Grades Given for are,7.0,5.0,,,12,,,,,,,,,,,,,,,,
143,2020,2,MGT801,Total Grades Given for are,9.0,3.0,,1.0,24,11.0,,,,,,,,,,,,,,,
144,2020,2,SOM620,Total Grades Given for are,14.0,19.0,,,60,1.0,25.0,,,1.0,,,,,,,,,,,
145,2020,2,SOM634,Total Grades Given for are,5.0,12.0,,1.0,52,2.0,19.0,11.0,2.0,,,,,,,,,,,,
146,2020,2,SOM642,Total Grades Given for are,9.0,18.0,,,54,5.0,7.0,,,,15.0,,,,,,,,,,
147,2020,2,SOM698,Total Grades Given for are,6.0,6.0,,,32,3.0,9.0,5.0,2.0,,1.0,,,,,,,,,,
148,2020,2,IWE701,Total Grades Given for are,,16.0,,,33,17.0,,,,,,,,,,,,,,,
149,2020,2,IWE702,Total Grades Given for are,,20.0,,,33,11.0,,2.0,,,,,,,,,,,,,
150,2020,2,IWE703,Total Grades Given for are,,25.0,,,32,6.0,,1.0,,,,,,,,,,,,,
151,2020,2,IWE705,Total Grades Given for are,,33.0,,,41,8.0,,,,,,,,,,,,,,,
152,2020,2,IWE706,Total Grades Given for are,,3.0,,,6,3.0,,,,,,,,,,,,,,,
153,2020,2,MG 402,Total Grades Given for section M are,7.0,5.0,,,26,6.0,4.0,2.0,2.0,,,,,,,,,,,,M
154,2020,2,MG 405,Total Grades Given for section M are,6.0,10.0,2.0,,50,5.0,11.0,10.0,6.0,,,,,,,,,,,,M
155,2020,2,MG 406,Total Grades Given for section M are,37.0,7.0,,,60,10.0,3.0,3.0,,,,,,,,,,,,,M
156,2020,2,MG 802,Total Grades Given for are,2.0,,,,4,1.0,,1.0,,,,,,,,,,,,,
157,2020,2,MGT804,Total Grades Given for are,3.0,6.0,,1.0,22,5.0,7.0,,,,,,,,,,,,,,
158,2020,2,MGT805,Total Grades Given for are,14.0,3.0,,,25,6.0,1.0,,,,1.0,,,,,,,,,,
159,2020,2,SOM612,Total Grades Given for are,33.0,70.0,,,115,8.0,4.0,,,,,,,,,,,,,,
160,2020,2,SOM613,Total Grades Given for are,10.0,34.0,,,116,1.0,46.0,22.0,3.0,,,,,,,,,,,,
161,2020,2,SOM614,Total Grades Given for are,23.0,44.0,,,117,16.0,22.0,9.0,3.0,,,,,,,,,,,,
162,2020,2,SOM615,Total Grades Given for are,12.0,31.0,,,115,6.0,26.0,26.0,14.0,,,,,,,,,,,,
163,2020,2,SOM616,Total Grades Given for are,60.0,8.0,,,117,49.0,,,,,,,,,,,,,,,
164,2020,2,SOM617,Total Grades Given for are,30.0,39.0,,,120,24.0,25.0,,,,,,2.0,,,,,,,,
165,2020,2,SOM618,Total Grades Given for are,32.0,25.0,,,117,16.0,20.0,20.0,4.0,,,,,,,,,,,,
166,2020,2,SOM619,Total Grades Given for are,26.0,31.0,1.0,,117,4.0,44.0,10.0,1.0,,,,,,,,,,,,
167,2020,2,SOM621,Total Grades Given for are,15.0,24.0,6.0,,115,15.0,25.0,15.0,15.0,,,,,,,,,,,,
168,2020,2,SOM623,Total Grades Given for are,4.0,,,,5,1.0,,,,,,,,,,,,,,,
169,2020,2,SOM643,Total Grades Given for are,3.0,16.0,,,39,3.0,12.0,4.0,,,1.0,,,,,,,,,,
170,2020,2,SOM652,Total Grades Given for are,35.0,14.0,,,71,17.0,4.0,1.0,,,,,,,,,,,,,
171,2020,2,SOM664,Total Grades Given for are,20.0,23.0,,,65,6.0,15.0,1.0,,,,,,,,,,,,,
172,2020,2,SOM665,Total Grades Given for are,19.0,24.0,,,68,7.0,15.0,3.0,,,,,,,,,,,,,
173,2020,2,SOM679,Total Grades Given for are,2.0,1.0,,,9,2.0,1.0,1.0,,,1.0,1.0,,,,,,,,,
174,2020,2,SOM679,Total Grades Given for section M are,,,,,1,,1.0,,,,,,,,,,,,,,M
175,2020,2,SOM680,Total Grades Given for are,11.0,27.0,,,59,7.0,12.0,2.0,,,,,,,,,,,,,
176,2020,2,SOM691,Total Grades Given for are,13.0,29.0,,,66,6.0,13.0,5.0,,,,,,,,,,,,,
177,2020,2,SOM693,Total Grades Given for are,35.0,19.0,,,74,15.0,5.0,,,,,,,,,,,,,,
178,2020,2,SOM700,Total Grades Given for are,22.0,33.0,,,86,16.0,10.0,5.0,,,,,,,,,,,,,
179,2020,2,SOM701,Total Grades Given for are,16.0,37.0,,1.0,82,6.0,16.0,3.0,2.0,,1.0,,,,,,,,,,
180,2020,2,SOM711,Total Grades Given for are,23.0,9.0,,,46,9.0,3.0,,,1.0,1.0,,,,,,,,,,
181,2020,2,SOM712,Total Grades Given for are,10.0,10.0,,,38,14.0,4.0,,,,,,,,,,,,,,
182,2020,2,SOM716,Total Grades Given for are,7.0,13.0,,1.0,31,2.0,6.0,2.0,,,,,,,,,,,,,
183,2020,2,SOM718,Total Grades Given for are,7.0,12.0,2.0,,45,3.0,9.0,8.0,4.0,,,,,,,,,,,,
184,2020,2,SOM744,Total Grades Given for are,6.0,7.0,,,34,3.0,10.0,3.0,,,5.0,,,,,,,,,,
185,2020,2,MMM694,Total Grades Given for are,4.0,,,,8,3.0,,,,1.0,,,,,,,,,,,
186,2020,2,MM 396,Total Grades Given for are,26.0,13.0,,3.0,68,11.0,9.0,,,2.0,,4.0,,,,,,,,,
187,2020,2,MM 417,Total Grades Given for are,1.0,1.0,,,6,1.0,1.0,,,,2.0,,,,,,,,,,
188,2020,2,MM 417,Total Grades Given for section M are,1.0,1.0,,,2,,,,,,,,,,,,,,,,M
189,2020,2,MM 439,Total Grades Given for are,,,,,4,,,2.0,1.0,1.0,,,,,,,,,,,
190,2020,2,MM 454,Total Grades Given for are,24.0,35.0,2.0,1.0,112,10.0,22.0,8.0,5.0,5.0,,,,,,,,,,,
191,2020,2,MM 454,Total Grades Given for section S1 are,,,,,112,,,,,,,,,,,,,,,,S1
192,2020,2,MM 492,Total Grades Given for are,,,,,2,2.0,,,,,,,,,,,,,,,
193,2020,2,MM 494,Total Grades Given for are,,,,,3,2.0,,,,1.0,,,,,,,,,,,
194,2020,2,MM 694,Total Grades Given for are,13.0,16.0,,,68,30.0,2.0,,,7.0,,,,,,,,,,,
195,2020,2,MMS802,Total Grades Given for are,2.0,2.0,,,21,14.0,,,,3.0,,,,,,,,,,,
196,2020,2,MM 152,Total Grades Given for are,12.0,16.0,9.0,13.0,157,5.0,23.0,43.0,33.0,,,,2.0,,,,1.0,,,,
197,2020,2,MM 203,Total Grades Given for are,29.0,16.0,3.0,1.0,115,7.0,12.0,23.0,13.0,8.0,,1.0,2.0,,,,,,,,
198,2020,2,MM 204,Total Grades Given for are,42.0,16.0,2.0,1.0,129,29.0,13.0,7.0,16.0,,,3.0,,,,,,,,,
199,2020,2,MM 206,Total Grades Given for are,5.0,4.0,4.0,,39,6.0,8.0,6.0,4.0,2.0,,,,,,,,,,,
200,2020,2,MM 212,Total Grades Given for are,,,,,1,1.0,,,,,,,,,,,,,,,
201,2020,2,MM 320,Total Grades Given for are,17.0,24.0,6.0,2.0,105,8.0,21.0,14.0,11.0,1.0,,1.0,,,,,,,,,
202,2020,2,MM 322,Total Grades Given for section S1 are,53.0,8.0,,,97,36.0,,,,,,,,,,,,,,,S1
203,2020,2,MM 322,Total Grades Given for section S2 are,3.0,1.0,,,6,2.0,,,,,,,,,,,,,,,S2
204,2020,2,MM 323,Total Grades Given for section S1 are,45.0,5.0,1.0,,97,41.0,4.0,,,,,1.0,,,,,,,,,S1
205,2020,2,MM 323,Total Grades Given for section S2 are,2.0,1.0,,,6,1.0,1.0,1.0,,,,,,,,,,,,,S2
206,2020,2,MM 357,Total Grades Given for are,24.0,21.0,1.0,,107,38.0,13.0,5.0,3.0,2.0,,,,,,,,,,,
207,2020,2,MM 359,Total Grades Given for are,33.0,36.0,,2.0,109,15.0,18.0,3.0,1.0,1.0,,,,,,,,,,,
208,2020,2,MM 406,Total Grades Given for are,6.0,17.0,7.0,1.0,74,3.0,15.0,15.0,10.0,,,,,,,,,,,,
209,2020,2,MM 408,Total Grades Given for are,7.0,4.0,3.0,,43,10.0,3.0,7.0,6.0,,,3.0,,,,,,,,,
210,2020,2,MM 445,Total Grades Given for are,5.0,1.0,,,19,9.0,,,,2.0,2.0,,,,,,,,,,
211,2020,2,MM 612,Total Grades Given for are,4.0,3.0,,1.0,10,1.0,1.0,,,,,,,,,,,,,,
212,2020,2,MM 622,Total Grades Given for are,3.0,,,,18,9.0,,,,6.0,,,,,,,,,,,
213,2020,2,MM 624,Total Grades Given for are,3.0,1.0,,3.0,19,6.0,2.0,2.0,,,2.0,,,,,,,,,,
214,2020,2,MM 626,Total Grades Given for are,5.0,4.0,,,28,8.0,5.0,1.0,,5.0,,,,,,,,,,,
215,2020,2,MM 638,Total Grades Given for are,9.0,4.0,,1.0,20,5.0,,,,,,,1.0,,,,,,,,
216,2020,2,MM 650,Total Grades Given for are,10.0,9.0,,,27,3.0,1.0,,,,4.0,,,,,,,,,,
217,2020,2,MM 652,Total Grades Given for are,,6.0,1.0,,12,1.0,3.0,,1.0,,,,,,,,,,,,
218,2020,2,MM 656,Total Grades Given for are,7.0,4.0,,2.0,26,13.0,,,,,,,,,,,,,,,
219,2020,2,MM 674,Total Grades Given for are,15.0,12.0,,1.0,44,9.0,2.0,3.0,,2.0,,,,,,,,,,,
220,2020,2,MM 677,Total Grades Given for are,4.0,4.0,,,42,27.0,1.0,2.0,,4.0,,,,,,,,,,,
221,2020,2,MM 684,Total Grades Given for are,3.0,2.0,,,10,3.0,,,,1.0,1.0,,,,,,,,,,
222,2020,2,MM 691,Total Grades Given for are,2.0,1.0,,,7,3.0,,,,,1.0,,,,,,,,,,
223,2020,2,MM 700,Total Grades Given for are,11.0,26.0,,,47,4.0,1.0,,,3.0,2.0,,,,,,,,,,
224,2020,2,MM 712,Total Grades Given for are,3.0,7.0,,,24,8.0,4.0,1.0,,1.0,,,,,,,,,,,
225,2020,2,MM 718,Total Grades Given for are,7.0,9.0,,,33,11.0,3.0,3.0,,,,,,,,,,,,,
226,2020,2,MM 722,Total Grades Given for are,,1.0,,,8,6.0,,,,,1.0,,,,,,,,,,
227,2020,2,MM 739,Total Grades Given for are,3.0,5.0,,,18,8.0,,,,,2.0,,,,,,,,,,
228,2020,2,MM 746,Total Grades Given for are,2.0,1.0,,,9,1.0,1.0,1.0,,2.0,1.0,,,,,,,,,,
229,2020,2,MM 749,Total Grades Given for are,6.0,3.0,,,30,6.0,2.0,,,,11.0,2.0,,,,,,,,,
230,2020,2,MM 753,Total Grades Given for are,2.0,,,,14,8.0,3.0,1.0,,,,,,,,,,,,,
231,2020,2,MM 792,Total Grades Given for are,,,,,77,,,,,,,,,74.0,3.0,,,,,,
232,2020,2,PH 117,Total Grades Given for are,,,,,1,,,,1.0,,,,,,,,,,,,
233,2020,2,PH 231,Total Grades Given for are,3.0,7.0,1.0,2.0,51,28.0,4.0,5.0,,,,1.0,,,,,,,,,
234,2020,2,PH 233,Total Grades Given for are,6.0,13.0,1.0,2.0,49,24.0,1.0,,,,,2.0,,,,,,,,,
235,2020,2,PH 303,Total Grades Given for are,1.0,,,,4,3.0,,,,,,,,,,,,,,,
236,2020,2,PH 447,Total Grades Given for are,11.0,7.0,,,40,20.0,1.0,1.0,,,,,,,,,,,,,
237,2020,2,PH 527,Total Grades Given for are,16.0,13.0,1.0,1.0,47,11.0,4.0,1.0,,,,,,,,,,,,,
238,2020,2,PH 588,Total Grades Given for are,2.0,,,1.0,10,7.0,,,,,,,,,,,,,,,
239,2020,2,PH 202,Total Grades Given for are,6.0,7.0,14.0,5.0,53,3.0,7.0,10.0,1.0,,,,,,,,,,,,
240,2020,2,PH 204,Total Grades Given for are,13.0,6.0,1.0,2.0,54,12.0,6.0,9.0,4.0,,,1.0,,,,,,,,,
241,2020,2,PH 204,Total Grades Given for section M are,1.0,,,,2,,,1.0,,,,,,,,,,,,,M
242,2020,2,PH 230,Total Grades Given for are,1.0,,,,1,,,,,,,,,,,,,,,,
243,2020,2,PH 232,Total Grades Given for are,12.0,4.0,1.0,,51,30.0,2.0,1.0,1.0,,,,,,,,,,,,
244,2020,2,PH 252,Total Grades Given for section M are,3.0,1.0,,,12,2.0,4.0,,,2.0,,,,,,,,,,,M
245,2020,2,PH 408,Total Grades Given for are,9.0,2.0,,,36,2.0,16.0,4.0,,3.0,,,,,,,,,,,
246,2020,2,PH 410,Total Grades Given for are,6.0,9.0,4.0,3.0,38,2.0,5.0,4.0,2.0,3.0,,,,,,,,,,,
247,2020,2,PH 410,Total Grades Given for section M are,1.0,,,,2,,1.0,,,,,,,,,,,,,,M
248,2020,2,PH 418,Total Grades Given for are,19.0,11.0,,,42,6.0,1.0,,,5.0,,,,,,,,,,,
249,2020,2,PH 422,Total Grades Given for are,8.0,9.0,1.0,2.0,38,2.0,6.0,3.0,2.0,5.0,,,,,,,,,,,
250,2020,2,PH 422,Total Grades Given for section M are,,,,,1,1.0,,,,,,,,,,,,,,,M
251,2020,2,PH 424,Total Grades Given for are,8.0,14.0,3.0,,40,6.0,3.0,3.0,,3.0,,,,,,,,,,,
252,2020,2,PH 436,Total Grades Given for are,15.0,12.0,,,55,2.0,15.0,5.0,1.0,4.0,1.0,,,,,,,,,,
253,2020,2,PH 438,Total Grades Given for are,9.0,9.0,,3.0,49,10.0,7.0,5.0,5.0,1.0,,,,,,,,,,,
254,2020,2,PH 441,Total Grades Given for are,20.0,2.0,,2.0,36,10.0,1.0,,,1.0,,,,,,,,,,,
255,2020,2,PH 444,Total Grades Given for are,16.0,9.0,,,49,18.0,,1.0,1.0,3.0,1.0,,,,,,,,,,
256,2020,2,PH 446,Total Grades Given for are,14.0,14.0,1.0,2.0,49,5.0,7.0,3.0,3.0,,,,,,,,,,,,
257,2020,2,PH 500,Total Grades Given for are,7.0,15.0,1.0,1.0,42,8.0,4.0,5.0,1.0,,,,,,,,,,,,
258,2020,2,PH 510,Total Grades Given for are,15.0,16.0,3.0,1.0,50,4.0,7.0,3.0,,,1.0,,,,,,,,,,
259,2020,2,PH 512,Total Grades Given for are,1.0,1.0,,,47,43.0,,,,,,2.0,,,,,,,,,
260,2020,2,PH 530,Total Grades Given for are,24.0,14.0,1.0,1.0,49,4.0,4.0,1.0,,,,,,,,,,,,,
261,2020,2,PH 534,Total Grades Given for are,6.0,7.0,,1.0,27,6.0,,3.0,1.0,,1.0,1.0,,,,1.0,,,,,
262,2020,2,PH 534,Total Grades Given for section M are,1.0,1.0,,,2,,,,,,,,,,,,,,,,M
263,2020,2,PH 540,Total Grades Given for are,3.0,3.0,1.0,3.0,35,1.0,8.0,12.0,4.0,,,,,,,,,,,,
264,2020,2,PH 544,Total Grades Given for are,12.0,9.0,1.0,,55,12.0,9.0,7.0,3.0,,,2.0,,,,,,,,,
265,2020,2,PH 550,Total Grades Given for are,3.0,2.0,,,13,2.0,1.0,1.0,2.0,,2.0,,,,,,,,,,
266,2020,2,PH 556,Total Grades Given for are,2.0,9.0,5.0,3.0,45,5.0,9.0,4.0,3.0,,4.0,,,,,1.0,,,,,
267,2020,2,PH 556,Total Grades Given for section M are,,2.0,,,2,,,,,,,,,,,,,,,,M
268,2020,2,PH 562,Total Grades Given for are,1.0,3.0,,,11,3.0,2.0,1.0,,,1.0,,,,,,,,,,
269,2020,2,PH 566,Total Grades Given for are,6.0,5.0,,,41,9.0,6.0,1.0,2.0,6.0,6.0,,,,,,,,,,
270,2020,2,PH 566,Total Grades Given for section M are,1.0,,,,1,,,,,,,,,,,,,,,,M
271,2020,2,PH 572,Total Grades Given for are,3.0,,,,9,5.0,1.0,,,,,,,,,,,,,,
272,2020,2,PH 580,Total Grades Given for are,7.0,,,,21,11.0,1.0,,,1.0,,1.0,,,,,,,,,
273,2020,2,PH 596,Total Grades Given for are,9.0,,,,19,10.0,,,,,,,,,,,,,,,
274,2020,2,PHS802,Total Grades Given for are,2.0,,,,12,10.0,,,,,,,,,,,,,,,
275,2020,2,PS 606,Total Grades Given for are,16.0,8.0,,,35,10.0,,,,1.0,,,,,,,,,,,
276,2020,2,PS 621,Total Grades Given for are,4.0,,,,6,,2.0,,,,,,,,,,,,,,
277,2020,2,PS 625,Total Grades Given for are,24.0,26.0,,1.0,64,1.0,7.0,4.0,1.0,,,,,,,,,,,,
278,2020,2,PS 630,Total Grades Given for are,5.0,,,,13,4.0,,,,,4.0,,,,,,,,,,
279,2020,2,PSS801,Total Grades Given for are,1.0,,,,1,,,,,,,,,,,,,,,,
280,2020,2,PSS803,Total Grades Given for are,,,,,2,,,,,2.0,,,,,,,,,,,
281,2020,2,PS 602,Total Grades Given for are,8.0,2.0,,,16,5.0,,1.0,,,,,,,,,,,,,
282,2020,2,PS 607,Total Grades Given for are,10.0,4.0,,,20,5.0,,,,1.0,,,,,,,,,,,
283,2020,2,PS 610,Total Grades Given for are,20.0,5.0,,,32,5.0,,,,1.0,1.0,,,,,,,,,,
284,2020,2,PS 626,Total Grades Given for are,15.0,5.0,,,27,7.0,,,,,,,,,,,,,,,
